timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]
20400754,-926.353,29.882,50000.000,-956.235,-164.353,50000.000
20450759,-769.471,29.882,50000.000,-851.647,-22.412,50000.000
20500746,-642.471,14.941,50000.000,-717.176,-14.941,50000.000
20550755,-582.706,141.941,50000.000,-664.882,-67.235,50000.000
20600760,-448.235,37.353,50000.000,-508.000,-52.294,50001.000
20650767,-381.000,-74.706,50000.000,-358.588,-186.765,49999.000
20700775,-321.235,0.000,50000.000,-328.706,-164.353,50000.000
20750693,-224.118,29.882,50000.000,-246.529,0.000,50000.000
20800686,-201.706,216.647,50000.000,-194.235,-67.235,50000.000
20850757,-388.471,1576.294,50000.000,-971.176,1389.529,50000.000
20900780,-328.706,859.118,50000.000,-1456.765,896.471,50000.000
20950758,-1202.765,-724.647,50000.000,-522.941,-1284.941,50000.000
21000785,-762.000,-1643.529,50000.000,-52.294,-1053.353,50000.000
21050775,-231.588,-821.765,50000.000,-313.765,597.647,50000.000
21100764,-560.294,343.647,50000.000,-911.412,328.706,50000.000
21150759,-739.588,395.941,50000.000,-829.235,-395.941,50001.000
21200775,-530.412,-82.176,50000.000,-425.823,-224.118,49999.000
21250779,-171.824,-239.059,50000.000,-156.882,89.647,50000.000
21300756,-74.706,-14.941,50000.000,-89.647,-74.706,50000.000
21350740,22.412,575.235,50000.000,-14.941,89.647,50002.000
21400763,425.823,1680.882,50000.000,-268.941,2233.706,50000.000
21450773,889.000,134.471,50000.000,14.941,1225.176,50000.000
21500755,-455.706,-1688.353,50000.000,1113.118,-1905.000,50000.000
21550778,29.882,-1314.823,50000.000,918.882,-1411.941,50001.000
21600793,948.765,-89.647,50000.000,575.235,620.059,50000.000
21650753,754.529,261.471,50000.000,694.765,403.412,49999.000
21700774,948.765,-59.765,50000.000,1120.588,-246.529,50000.000
21750759,1120.588,-254.000,50000.000,1449.294,-89.647,50000.000
21800773,1449.294,-119.529,50000.000,1665.941,89.647,50000.000
21850775,1568.823,-44.824,50000.000,1748.118,0.000,50000.000
21900700,1628.588,-97.118,50000.000,1942.353,-37.353,50000.000
21950762,1845.235,-7.471,50000.000,1987.176,29.882,50000.000
22000747,1890.059,112.059,50000.000,2039.470,104.588,50000.000
22050760,2009.588,37.353,50000.000,2151.529,67.235,50000.000
22100760,1964.765,-52.294,50000.000,2330.823,29.882,50000.000
22150764,2039.470,-59.765,50000.000,2293.470,7.471,50000.000
22200738,2076.823,67.235,50000.000,2151.529,112.059,49998.000
22250791,1972.235,-97.118,50000.000,2241.176,67.235,50000.000
22300766,1867.647,-67.235,50000.000,2084.294,7.471,50000.000
22350740,1800.412,-14.941,50000.000,1875.118,74.706,50000.000
22400753,1606.176,-134.471,50000.000,1785.470,89.647,50000.000
22450764,1322.294,-89.647,50000.000,1456.765,14.941,50000.000
22500766,1068.294,-29.882,50000.000,1165.412,37.353,50000.000
22550761,762.000,0.000,50000.000,836.706,74.706,50000.000
22600680,440.765,14.941,50000.000,537.882,74.706,50000.000
22650746,127.000,231.588,50000.000,29.882,836.706,50000.000
22700753,-537.882,694.765,50000.000,-1636.059,2704.353,50000.000
22750774,-1598.706,874.059,50000.000,-3204.882,1098.176,50000.000
22800778,-3727.823,455.706,50000.000,-3690.470,-806.823,50000.000
22850777,-3302.000,-1733.176,50000.000,-2906.059,-1202.765,50000.000
22900783,-4086.411,-1860.176,50000.000,-3361.764,-635.000,50000.000
22950789,-4168.588,-455.706,50000.000,-4639.235,-44.824,50000.000
23000771,-4878.294,440.765,50000.000,-5774.764,-933.823,50000.000
23050781,-5886.823,-313.765,50000.000,-5617.882,-2069.353,50001.000
23100802,-5431.117,-889.000,50000.000,-5535.706,-724.647,49999.000
23150794,-5251.823,-209.176,50000.000,-6163.235,44.824,50000.000
23200776,-5610.412,14.941,50000.000,-6088.529,-791.882,50000.000
23250767,-5386.294,-82.176,50000.000,-5767.294,-1128.059,50000.000
23300780,-4773.706,-283.882,50000.000,-5401.235,-306.294,50000.000
23350778,-4265.706,-582.706,50000.000,-4848.412,-351.118,50000.000
23400775,-4303.059,-455.706,50000.000,-4422.588,-657.412,50000.000
23450772,-3563.470,-149.412,50000.000,-4138.706,-149.412,50000.000
23500778,-3122.706,97.118,50000.000,-3593.353,-89.647,50000.000
23550761,-2764.117,-201.706,50000.000,-2764.117,-560.294,50000.000
23600781,-1927.412,-328.706,50000.000,-1994.647,-254.000,50000.000
23650776,-1270.000,-127.000,50000.000,-1434.353,-283.882,50000.000
23700782,-844.176,74.706,50000.000,-747.059,-201.706,50000.000
23750749,321.235,313.765,50000.000,149.412,328.706,50000.000
23800756,1397.000,156.882,50000.000,1441.823,246.529,50000.000
23850772,2405.529,-306.294,50000.000,2846.294,52.294,50000.000
23900767,3496.235,-179.294,50000.000,3854.823,149.412,50000.000
23950778,4250.765,-67.235,50000.000,4833.470,22.412,50000.000
24000758,5109.882,-112.059,50000.000,5789.706,254.000,50000.000
24050762,5812.117,-112.059,50000.000,6402.293,455.706,50000.000
24100767,6155.764,-7.471,50000.000,6880.411,298.824,50001.000
24150764,6566.646,44.824,50000.000,7321.176,246.529,49999.000
24200783,7067.176,164.353,50000.000,7515.411,381.000,50000.000
24250765,7268.882,14.941,50000.000,7724.588,395.941,50000.000
24300761,7455.646,-97.118,50000.000,7978.588,410.882,50000.000
24350766,7627.470,-52.294,50000.000,8135.470,358.588,50000.000
24400771,7470.588,89.647,50000.000,8165.353,410.882,50000.000
24450762,7373.470,254.000,50000.000,7903.882,642.471,50000.000
24500764,7067.176,590.176,50000.000,7306.235,1075.765,50000.000
24550767,6626.411,179.294,50000.000,6992.470,395.941,50000.000
24600771,5856.941,-508.000,50000.000,6880.411,67.235,50000.000
24650761,5543.176,-283.882,50000.000,5983.941,485.588,50001.000
24700791,4766.235,268.941,50000.000,4811.059,717.176,50000.000
24750770,3630.706,276.412,50000.000,3951.941,164.353,49999.000
24800781,3018.117,-231.588,50000.000,3451.412,-14.941,50000.000
24850771,2465.294,-403.412,50000.000,2846.294,52.294,50000.000
24900763,1710.765,-29.882,50000.000,1860.176,97.118,50000.000
24950757,986.118,112.059,50000.000,993.588,127.000,50000.000
25000751,276.412,0.000,50000.000,291.353,-14.941,50000.000
25050689,-433.294,22.412,50000.000,-470.647,-37.353,50000.000
25100752,-1001.059,97.118,50000.000,-1187.823,-22.412,50000.000
25150756,-1561.353,-7.471,50000.000,-1740.647,-134.471,50000.000
25200750,-2069.353,29.882,50000.000,-2218.765,-231.588,50000.000
25250775,-2390.588,59.765,50000.000,-2749.176,-239.059,50000.000
25300773,-2876.176,209.176,50000.000,-3249.706,-209.176,50000.000
25350779,-3197.412,209.176,50000.000,-3675.529,-97.118,50000.000
25400775,-3458.882,37.353,50000.000,-3854.823,-171.824,50000.000
25450778,-3802.529,7.471,50000.000,-4101.353,-328.706,50000.000
25500745,-3892.176,22.412,50000.000,-4265.706,-179.294,50000.000
25550775,-3981.823,82.176,50000.000,-4467.412,-164.353,50000.000
25600777,-4019.176,224.118,50000.000,-4639.235,-82.176,50000.000
25650775,-4220.882,164.353,50000.000,-4788.647,276.412,50000.000
25700773,-4549.588,67.235,50000.000,-5117.353,-395.941,50000.000
25750772,-5199.529,-7.471,50000.000,-5102.412,-859.118,50000.000
25800756,-4616.823,-201.706,50000.000,-4997.823,-239.059,50000.000
25850778,-4669.117,-74.706,50000.000,-5109.882,-216.647,50000.000
25900774,-4736.353,-44.824,50000.000,-4915.646,-552.823,50000.000
25950780,-4489.823,22.412,50000.000,-4826.000,-381.000,50000.000
26000772,-4235.823,0.000,50000.000,-4631.764,-231.588,50000.000
26050716,-4078.941,7.471,50000.000,-4325.470,-351.118,50000.000
26100745,-3824.941,29.882,50000.000,-4108.823,-321.235,50000.000
26150776,-3526.117,29.882,50000.000,-3862.294,-276.412,50000.000
26200777,-3257.176,-171.824,50000.000,-3376.706,-254.000,50000.000
26250779,-2980.764,-104.588,50000.000,-3160.059,-224.118,50000.000
26300776,-2629.647,29.882,50000.000,-2935.941,-239.059,50000.000
26350770,-2435.412,37.353,50000.000,-2629.647,-291.353,50000.000
26400772,-2024.529,52.294,50000.000,-2323.353,-216.647,50000.000
26450779,-1695.823,-44.824,50000.000,-1957.294,-74.706,50000.000
26500768,-1314.823,-134.471,50000.000,-1531.470,-89.647,50000.000
26550778,-1150.470,-82.176,50000.000,-1270.000,-201.706,50000.000
26600770,-844.176,-14.941,50000.000,-986.118,-149.412,50001.000
26650774,-560.294,-29.882,50000.000,-642.471,-37.353,50000.000
26700754,-313.765,-22.412,50000.000,-336.176,-37.353,49999.000
26750774,-119.529,29.882,50000.000,-119.529,-59.765,50000.000
26800758,127.000,0.000,50000.000,134.471,0.000,50000.000
26850622,298.824,-29.882,50000.000,381.000,22.412,50000.000
26900745,410.882,7.471,50000.000,530.412,-29.882,50000.000
26950729,582.706,-7.471,50000.000,679.823,0.000,50000.000
27000668,627.529,-37.353,50000.000,821.765,7.471,50000.000
27050731,702.235,29.882,50000.000,881.529,0.000,50000.000
27100690,784.412,201.706,50000.000,874.059,134.471,50000.000
27150746,866.588,881.529,50000.000,552.823,1023.471,50000.000
27200767,672.353,978.647,50000.000,216.647,1232.647,50000.000
27250764,933.823,403.412,50000.000,814.294,1105.647,50000.000
27300763,1337.235,-1180.353,50000.000,1673.412,448.235,50000.000
27350783,941.294,-1546.412,50000.000,1957.294,-239.059,50000.000
27400776,1172.882,-186.765,50000.000,1270.000,186.765,50000.000
27450772,1314.823,276.412,50000.000,1180.353,52.294,50000.000
27500765,1135.529,-201.706,50000.000,1688.353,-560.294,50000.000
27550775,1725.706,-164.353,50000.000,2017.059,261.471,50000.000
27600759,2196.353,-119.529,50000.000,2248.647,455.706,50000.000
27650770,2211.294,-358.588,50000.000,2756.647,-149.412,50000.000
27700779,2711.823,-209.176,50000.000,3137.647,-67.235,50000.000
27750771,3152.588,-29.882,50000.000,3391.647,179.294,50000.000
27800772,3481.294,-97.118,50000.000,3884.706,328.706,50001.000
27850774,3772.647,-201.706,50000.000,4213.412,179.294,49999.000
27900788,3892.176,-171.824,50000.000,4273.176,74.706,50000.000
27950766,4041.588,-89.647,50000.000,4377.765,186.765,50000.000
28000764,3959.411,-52.294,50000.000,4445.000,141.941,50000.000
28050773,4019.176,-59.765,50000.000,4407.647,224.118,50000.000
28100761,4078.941,-44.824,50000.000,4303.059,224.118,50000.000
28150754,3742.764,14.941,50000.000,4168.588,74.706,50000.000
28200760,3593.353,0.000,50000.000,4011.706,104.588,50000.000
28250697,3533.588,0.000,50000.000,3750.235,209.176,50000.000
28300702,3137.647,-119.529,50000.000,3511.176,164.353,50000.000
28350775,2786.529,-171.824,50000.000,3130.176,82.176,50001.000
28400785,2293.470,-186.765,50000.000,2554.941,119.529,50000.000
28450771,1867.647,-104.588,50000.000,1972.235,119.529,49999.000
28500797,1187.823,0.000,50000.000,1337.235,0.000,50000.000
28550642,687.294,-29.882,50000.000,799.353,14.941,50000.000
28600755,276.412,-14.941,50000.000,283.882,44.824,50000.000
28650751,-149.412,0.000,50000.000,-156.882,-29.882,50000.000
28700694,-537.882,29.882,50000.000,-605.118,-74.706,50000.000
28750751,-911.412,52.294,50000.000,-1016.000,-22.412,50000.000
28800755,-1172.882,7.471,50000.000,-1314.823,-52.294,50000.000
28850752,-1501.588,82.176,50000.000,-1598.706,-186.765,50000.000
28900772,-1546.412,67.235,50000.000,-1733.176,-104.588,50000.000
28950778,-1673.412,22.412,50000.000,-1815.353,-127.000,50001.000
29000786,-1792.941,14.941,50000.000,-1867.647,-164.353,49999.000
29050799,-1710.765,149.412,50000.000,-1949.823,-37.353,50000.000
29100772,-1770.529,97.118,50000.000,-2039.470,-37.353,50000.000
29150759,-1807.882,-74.706,50000.000,-1912.470,-276.412,50000.000
29200772,-1860.176,-127.000,50000.000,-1957.294,-82.176,50000.000
29250776,-1673.412,328.706,50000.000,-2308.412,926.353,50000.000
29300770,-2084.294,620.059,50000.000,-2898.588,545.353,50000.000
29350773,-3025.588,14.941,50000.000,-2943.412,-1016.000,50000.000
29400779,-3197.412,-455.706,50000.000,-3197.412,-433.294,50000.000
29450778,-3182.470,321.235,50000.000,-4086.411,709.706,50000.000
29500775,-3772.647,829.235,50000.000,-4542.117,-67.235,50000.000
29550780,-4325.470,239.059,50000.000,-4273.176,-1755.588,50001.000
29600804,-3406.588,-478.118,50000.000,-3167.529,-1053.353,49999.000
29650803,-2144.059,-709.706,50000.000,-2233.706,-89.647,50000.000
29700768,-1882.588,-119.529,50000.000,-2144.059,-321.235,50000.000
29750786,-2061.882,141.941,50000.000,-2203.823,-732.118,50000.000
29800782,-1613.647,22.412,50000.000,-2017.059,-268.941,50000.000
29850768,-1471.706,14.941,50000.000,-1807.882,104.588,50000.000
29900768,-1628.588,-22.412,50000.000,-1636.059,-448.235,50000.000
29950775,-1583.765,156.882,50000.000,-1680.882,-306.294,50000.000
30000781,-1240.118,44.824,50000.000,-1397.000,-156.882,50000.000
30050773,-1344.706,74.706,50000.000,-1397.000,-343.647,50000.000
30100771,-1180.353,89.647,50000.000,-1367.118,-209.176,50000.000
30150773,-1270.000,44.824,50000.000,-1382.059,-231.588,50000.000
30200773,-1270.000,141.941,50000.000,-1449.294,-403.412,50000.000
30250780,-1262.529,-14.941,50000.000,-1344.706,-298.824,50001.000
30300793,-1165.412,-59.765,50000.000,-1240.118,-313.765,49999.000
30350791,-1045.882,29.882,50000.000,-1075.765,-306.294,50000.000
30400772,-694.765,0.000,50000.000,-889.000,7.471,50000.000
30450662,-336.176,-22.412,50000.000,-485.588,104.588,50000.000
30500759,-321.235,-22.412,50000.000,-261.471,-164.353,50000.000
30550755,7.471,-44.824,50000.000,0.000,-7.471,50000.000
30600637,291.353,-82.176,50000.000,328.706,0.000,50000.000
30650684,351.118,-97.118,50000.000,620.059,-104.588,50000.000
30700748,1023.471,-104.588,50000.000,1075.765,179.294,50000.000
30750764,1441.823,0.000,50000.000,1516.529,119.529,50000.000
30800707,1695.823,-44.824,50000.000,2017.059,59.765,50000.000
30850753,2159.000,-112.059,50000.000,2405.529,224.118,50000.000
30900765,2442.882,0.000,50000.000,2681.941,201.706,50000.000
30950695,2696.882,-59.765,50000.000,2891.117,306.294,50000.000
31000768,2704.353,-104.588,50000.000,3062.941,216.647,50000.000
31050764,2607.235,37.353,50000.000,3152.588,-14.941,50000.000
31100763,3048.000,52.294,50000.000,3145.117,224.118,50000.000
31150763,3182.470,-112.059,50000.000,3361.764,313.765,50000.000
31200768,2831.353,-201.706,50000.000,3354.294,141.941,50000.000
31250765,2973.294,59.765,50000.000,3077.882,261.471,50000.000
31300758,2853.764,-7.471,50000.000,3107.764,194.235,50000.000
31350750,2674.470,-112.059,50000.000,3077.882,59.765,50001.000
31400777,2868.706,52.294,50000.000,2823.882,306.294,49999.000
31450785,2629.647,7.471,50000.000,2756.647,276.412,50000.000
31500741,2338.294,-22.412,50000.000,2629.647,44.824,50000.000
31550755,2248.647,22.412,50000.000,2345.765,141.941,50000.000
31600762,1949.823,82.176,50000.000,2114.176,127.000,50000.000
31650769,1591.235,-59.765,50000.000,1867.647,67.235,50000.000
31700761,1411.941,-52.294,50000.000,1621.118,186.765,50000.000
31750767,1240.118,-29.882,50000.000,1270.000,67.235,50000.000
31800759,866.588,-59.765,50000.000,986.118,-59.765,50000.000
31850744,657.412,-74.706,50000.000,672.353,104.588,50000.000
31900749,298.824,-22.412,50000.000,358.588,59.765,50000.000
31950746,7.471,37.353,50000.000,14.941,-14.941,50000.000
32000721,-171.824,14.941,50000.000,-216.647,-7.471,50000.000
32050735,-463.176,14.941,50000.000,-470.647,-74.706,50001.000
32100768,-664.882,104.588,50000.000,-724.647,-89.647,49999.000
32150785,-851.647,37.353,50000.000,-918.882,-37.353,50000.000
32200750,-1008.529,22.412,50000.000,-1135.529,-104.588,50000.000
32250772,-1157.941,14.941,50000.000,-1277.470,-82.176,50000.000
32300769,-1255.059,29.882,50000.000,-1426.882,-67.235,50000.000
32350766,-1299.882,-7.471,50000.000,-1419.412,-134.471,50000.000
32400754,-1374.588,0.000,50000.000,-1449.294,-186.765,50000.000
32450711,-1389.529,59.765,50000.000,-1553.882,-119.529,50000.000
32500779,-1404.470,0.000,50000.000,-1576.294,-89.647,50000.000
32550704,-1486.647,67.235,50000.000,-1613.647,-97.118,50000.000
32600762,-1494.118,97.118,50000.000,-1651.000,-74.706,50000.000
32650754,-1464.235,-22.412,50000.000,-1561.353,-156.882,50000.000
32700777,-1479.176,14.941,50000.000,-1598.706,-156.882,50000.000
32750777,-1397.000,29.882,50000.000,-1553.882,-127.000,50000.000
32800776,-1419.412,7.471,50000.000,-1471.706,-156.882,50001.000
32850764,-1247.588,29.882,50000.000,-1426.882,-97.118,49999.000
32900789,-1172.882,7.471,50000.000,-1307.353,-119.529,50000.000
32950751,-1210.235,74.706,50000.000,-1262.529,-194.235,50000.000
33000775,-1090.706,82.176,50000.000,-1232.647,-82.176,50000.000
33050759,-1008.529,0.000,50000.000,-1105.647,-67.235,50001.000
33100715,-986.118,7.471,50000.000,-1016.000,-59.765,50001.000
33150745,-866.588,104.588,50000.000,-1008.529,-22.412,50000.000
33200763,-791.882,29.882,50000.000,-903.941,-156.882,50000.000
33250759,-672.353,-74.706,50000.000,-679.823,-112.059,50000.000
33300757,-567.765,22.412,50000.000,-649.941,-29.882,50000.000
33350755,-478.118,37.353,50000.000,-522.941,-104.588,50000.000
33400759,-313.765,-29.882,50000.000,-328.706,-44.824,50000.000
33450751,-194.235,-29.882,50000.000,-231.588,-67.235,50000.000
33500763,-186.765,67.235,50000.000,-149.412,-104.588,50001.000
33550775,-37.353,37.353,50000.000,-82.176,0.000,49999.000
33600701,37.353,-22.412,50000.000,37.353,22.412,50001.000
33650749,44.824,-7.471,50000.000,67.235,0.000,49999.000
33700680,141.941,7.471,50000.000,119.529,44.824,50000.000
33750732,156.882,44.824,50000.000,171.824,37.353,50000.000
33800747,216.647,-22.412,50000.000,239.059,-37.353,50000.000
33850748,276.412,-82.176,50000.000,336.176,0.000,50000.000
33900691,298.824,7.471,50000.000,313.765,22.412,50000.000
33950725,336.176,-7.471,50000.000,366.059,67.235,49998.000
34000756,366.059,-29.882,50000.000,425.823,59.765,50000.000
34050748,343.647,74.706,50000.000,351.118,59.765,50000.000
34100744,418.353,0.000,50000.000,433.294,74.706,50000.000
34150684,403.412,-74.706,50000.000,425.823,164.353,50000.000
34200749,321.235,-14.941,50000.000,343.647,29.882,50000.000
34250758,268.941,0.000,50000.000,343.647,22.412,50000.000
34300689,351.118,-104.588,50000.000,381.000,37.353,50000.000
34350750,298.824,-74.706,50000.000,366.059,-7.471,50000.000
34400725,276.412,0.000,50000.000,276.412,0.000,50000.000
34450624,246.529,52.294,50000.000,239.059,44.824,50000.000
34500743,179.294,52.294,50000.000,209.176,-59.765,50000.000
34550752,186.765,-89.647,50000.000,246.529,-29.882,50000.000
34600752,127.000,-14.941,50000.000,156.882,-7.471,50000.000
34650736,67.235,22.412,50000.000,74.706,-29.882,50000.000
34700737,14.941,0.000,50000.000,44.824,-7.471,50000.000
34750659,0.000,22.412,50000.000,-22.412,-37.353,50000.000
34800675,-37.353,-44.824,50000.000,-7.471,-52.294,50000.000
34850725,-74.706,0.000,50000.000,-89.647,-37.353,50000.000
34900680,-97.118,29.882,50000.000,-164.353,-14.941,50000.000
34950749,-149.412,-44.824,50000.000,-119.529,-59.765,50000.000
35000754,-194.235,59.765,50000.000,-246.529,-52.294,50000.000
35050754,-216.647,37.353,50000.000,-276.412,-89.647,50000.000
35100755,-261.471,-82.176,50000.000,-186.765,-89.647,50000.000
35150755,-283.882,0.000,50000.000,-313.765,-22.412,50000.000
35200690,-268.941,67.235,50000.000,-336.176,0.000,50001.000
35250711,-313.765,52.294,50000.000,-321.235,0.000,49999.000
35300715,-254.000,14.941,50000.000,-328.706,-22.412,50001.000
35350765,-268.941,-52.294,50000.000,-231.588,-67.235,49999.000
35400784,-231.588,-7.471,50000.000,-283.882,-37.353,50001.000
35450755,-216.647,74.706,50000.000,-261.471,44.824,49999.000
35500767,-216.647,127.000,50000.000,-268.941,134.471,50000.000
35550763,-97.118,22.412,50000.000,-254.000,373.529,50000.000
35600749,-291.353,-366.059,50000.000,-283.882,-119.529,50000.000
35650770,-776.941,-455.706,50000.000,-537.882,-209.176,50000.000
35700772,-732.118,-74.706,50000.000,-1008.529,0.000,50000.000
35750691,-971.176,89.647,50000.000,-1143.000,-67.235,50000.000
35800764,-1157.941,-7.471,50000.000,-1083.235,-351.118,50000.000
35850759,-859.118,0.000,50000.000,-1090.706,0.000,50000.000
35900626,-859.118,-14.941,50000.000,-956.235,-59.765,50000.000
35950757,-903.941,0.000,50000.000,-903.941,-171.824,50000.000
36000696,-709.706,104.588,50000.000,-844.176,-44.824,50000.000
36050755,-627.529,134.471,50000.000,-784.412,-37.353,50000.000
36100756,-567.765,0.000,50000.000,-560.294,-112.059,50000.000
36150693,-306.294,-59.765,50000.000,-425.823,-52.294,50001.000
36200773,-268.941,97.118,50000.000,-366.059,14.941,49999.000
36250771,-171.824,104.588,50000.000,-201.706,-22.412,50001.000
36300767,-14.941,-67.235,50000.000,14.941,0.000,49999.000
36350707,104.588,-22.412,50000.000,149.412,-7.471,50000.000
36400730,246.529,59.765,50000.000,246.529,0.000,50000.000
36450680,403.412,-14.941,50000.000,470.647,37.353,50000.000
36500747,537.882,0.000,50000.000,627.529,82.176,50000.000
36550694,702.235,261.471,50000.000,694.765,478.118,50000.000
36600753,971.176,814.294,50000.000,448.235,1441.823,50000.000
36650773,926.353,97.118,50000.000,769.471,-186.765,50000.000
36700749,657.412,-903.941,50000.000,1501.588,-448.235,50000.000
36750770,1621.118,-769.471,50000.000,1441.823,702.235,50000.000
36800770,1568.823,44.824,50000.000,1389.529,1016.000,50000.000
36850771,1501.588,358.588,50000.000,1643.529,209.176,50000.000
36900774,1688.353,216.647,50000.000,1942.353,-164.353,50000.000
36950772,2129.117,-321.235,50000.000,2569.882,-74.706,50000.000
37000772,2517.588,-171.824,50000.000,2771.588,201.706,50000.000
37050770,2756.647,-59.765,50000.000,2921.000,328.706,50001.000
37100775,2794.000,82.176,50000.000,3107.764,276.412,49999.000
37150787,3070.412,134.471,50000.000,3272.117,119.529,50001.000
37200782,3175.000,-268.941,50000.000,3623.235,119.529,49999.000
37250798,3167.529,-321.235,50000.000,3675.529,112.059,50000.000
37300775,3204.882,82.176,50000.000,3346.823,134.471,50000.000
37350766,2965.823,37.353,50000.000,3331.882,156.882,50000.000
37400771,2950.882,59.765,50000.000,3137.647,104.588,50000.000
37450763,2831.353,-119.529,50000.000,3085.353,186.765,50000.000
37500770,2525.059,-134.471,50000.000,2786.529,104.588,50000.000
37550768,2211.294,0.000,50000.000,2398.059,156.882,50000.000
37600702,1815.353,-44.824,50000.000,2024.529,112.059,50000.000
37650761,1374.588,-29.882,50000.000,1479.176,67.235,50000.000
37700769,918.882,7.471,50000.000,963.706,82.176,50000.000
37750730,455.706,-59.765,50000.000,455.706,37.353,50000.000
37800741,-29.882,0.000,50000.000,-67.235,-7.471,50000.000
37850666,-478.118,-59.765,50000.000,-493.059,-59.765,50000.000
37900743,-926.353,22.412,50000.000,-978.647,-67.235,50000.000
37950751,-1157.941,67.235,50000.000,-1404.470,-59.765,50000.000
38000766,-1486.647,44.824,50000.000,-1591.235,-171.824,50000.000
38050775,-1636.059,0.000,50000.000,-1830.294,-89.647,50000.000
38100699,-1770.529,89.647,50000.000,-2024.529,-37.353,50000.000
38150765,-1905.000,-22.412,50000.000,-2181.412,127.000,50000.000
38200768,-2203.823,-52.294,50000.000,-2547.470,216.647,50000.000
38250780,-2913.529,164.353,50000.000,-3219.823,-351.118,50000.000
38300782,-3421.529,395.941,50000.000,-3608.294,-530.412,50000.000
38350772,-3287.059,209.176,50000.000,-3593.353,-328.706,50000.000
38400772,-3331.882,-52.294,50000.000,-3533.588,-231.588,50000.000
38450781,-3115.235,-164.353,50000.000,-3414.059,-149.412,50000.000
38500779,-3249.706,-127.000,50000.000,-3369.235,-231.588,50000.000
38550783,-3272.117,52.294,50000.000,-3458.882,-209.176,50000.000
38600781,-2876.176,328.706,50000.000,-3414.059,-74.706,50000.000
38650767,-2659.529,276.412,50000.000,-2921.000,-127.000,50000.000
38700778,-2009.588,395.941,50000.000,-2256.117,268.941,50000.000
38750777,-941.294,336.176,50000.000,-1322.294,784.412,50000.000
38800774,-141.941,-291.353,50000.000,-97.118,231.588,50000.000
38850760,283.882,-799.353,50000.000,702.235,-403.412,50000.000
38900760,844.176,-694.765,50000.000,1075.765,-59.765,50001.000
38950776,1068.294,-590.176,50000.000,1344.706,-156.882,49999.000
39000800,933.823,-156.882,50000.000,1322.294,-112.059,50000.000
39050773,1187.823,336.176,50000.000,1053.353,141.941,50000.000
39100774,1277.470,209.176,50000.000,1352.176,29.882,50000.000
39150768,1359.647,-67.235,50000.000,1628.588,-97.118,50000.000
39200765,1583.765,-14.941,50000.000,1643.529,239.059,50000.000
39250766,1531.470,0.000,50000.000,1680.882,104.588,50000.000
39300703,1426.882,7.471,50000.000,1651.000,7.471,50000.000
39350720,1509.059,67.235,50000.000,1621.118,119.529,50000.000
39400762,1464.235,29.882,50000.000,1628.588,67.235,50000.000
39450767,1434.353,52.294,50000.000,1561.353,67.235,50000.000
39500761,1434.353,82.176,50000.000,1479.176,112.059,50000.000
39550765,1314.823,0.000,50000.000,1494.118,0.000,50000.000
39600639,1329.765,-82.176,50000.000,1509.059,44.824,50000.000
39650755,1232.647,7.471,50000.000,1299.882,97.118,50001.000
39700756,1023.471,59.765,50000.000,1150.470,67.235,49999.000
39750773,963.706,22.412,50000.000,1083.235,82.176,50000.000
39800751,829.235,44.824,50000.000,971.176,149.412,50000.000
39850755,784.412,0.000,50000.000,866.588,22.412,50000.000
39900687,612.588,-59.765,50000.000,717.176,-29.882,50000.000
39950757,515.471,-29.882,50000.000,530.412,29.882,50000.000
40000747,306.294,52.294,50000.000,336.176,127.000,50000.000
40050756,186.765,448.235,50000.000,7.471,1187.823,50000.000
40100744,119.529,724.647,50000.000,-889.000,1822.823,50000.000
40150768,-1202.765,261.471,50000.000,-1180.353,-971.176,50000.000
40200773,-1680.882,-1023.471,50000.000,-993.588,-747.059,50000.000
40250776,-1090.706,-926.353,50000.000,-1501.588,1038.412,50000.000
40300775,-2338.294,1023.471,50000.000,-3511.176,717.176,50000.000
40350783,-3234.764,1509.059,50000.000,-4086.411,-627.529,50000.000
40400786,-3563.470,-739.588,50000.000,-3130.176,-1098.176,50000.000
40450791,-3376.706,-1113.118,50000.000,-3182.470,-37.353,50000.000
40500778,-2965.823,388.471,50000.000,-4176.059,590.176,50000.000
40550774,-3742.764,1217.706,50000.000,-4467.412,-590.176,50000.000
40600785,-3600.823,44.824,50000.000,-3548.529,-1098.176,50000.000
40650780,-2674.470,-933.823,50000.000,-2667.000,-171.824,50000.000
40700784,-2226.235,-597.647,50000.000,-2353.235,29.882,50000.000
40750785,-2136.588,-179.294,50000.000,-2218.765,-814.294,50000.000
40800789,-1695.823,-433.294,50000.000,-1576.294,-791.882,50000.000
40850785,-889.000,-739.588,50000.000,-784.412,-194.235,50000.000
40900769,-44.824,-612.588,50000.000,-67.235,806.823,50000.000
40950757,493.059,-351.118,50000.000,470.647,448.235,50000.000
41000752,590.176,358.588,50000.000,791.882,-470.647,50000.000
41050759,1367.118,784.412,50000.000,1382.059,-268.941,50000.000
41100769,1628.588,164.353,50000.000,2099.235,-649.941,50000.000
41150777,2017.059,-119.529,50000.000,2599.765,-29.882,50000.000
41200766,2681.941,119.529,50000.000,2644.588,829.235,50000.000
41250774,2607.235,470.647,50000.000,2659.529,388.471,50000.000
