timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]
41300769,2779.059,127.000,50000.000,3197.412,-194.235,50001.000
41350785,3175.000,-298.824,50000.000,3675.529,276.412,49999.000
41400793,3272.117,-164.353,50000.000,3668.059,418.353,50000.000
41450768,3033.059,119.529,50000.000,3257.176,239.059,50000.000
41500766,2913.529,239.059,50000.000,3137.647,164.353,50000.000
41550768,2943.412,-37.353,50000.000,3227.294,179.294,50000.000
41600766,2517.588,-381.000,50000.000,3197.412,-37.353,50000.000
41650765,2159.000,-246.529,50000.000,2637.117,366.059,50000.000
41700768,2121.647,306.294,50000.000,1905.000,590.176,50000.000
41750767,1441.823,14.941,50000.000,1665.941,-44.824,50000.000
41800767,1128.059,-478.118,50000.000,1524.000,-29.882,50000.000
41850765,866.588,52.294,50000.000,679.823,657.412,50000.000
41900759,261.471,1277.470,50000.000,-306.294,1561.353,50000.000
41950769,59.765,2368.176,50000.000,-1710.765,2278.529,50000.000
42000772,-1105.647,552.823,50000.000,-1494.118,-463.176,50000.000
42050781,-1972.235,-1591.235,50000.000,-1023.471,-1382.059,50000.000
42100790,-1591.235,-1867.647,50000.000,-1665.941,-425.823,50001.000
42150809,-3361.764,866.588,50000.000,-3533.588,679.823,50000.000
42200785,-4474.882,4243.294,50000.000,-7351.058,2547.470,50000.000
42250790,-5662.706,2980.764,50000.000,-8083.176,1576.294,49999.000
42300807,-7941.235,-2024.529,50000.000,-6940.176,-2009.588,50000.000
42350785,-8344.646,-3421.529,50000.000,-7829.176,-1008.529,50000.000
42400792,-8882.529,-642.471,50000.000,-10100.234,560.294,50000.000
42450781,-10399.059,1725.706,50000.000,-12408.646,-336.176,50000.000
42500790,-12005.234,2017.059,50000.000,-13252.822,-478.118,50000.000
42550789,-12162.117,381.000,50000.000,-13491.882,-388.471,50000.000
42600784,-13394.764,-582.706,50000.000,-13603.940,-1890.059,50000.000
42650787,-14216.528,-1337.235,50000.000,-14216.528,-3130.176,50000.000
42700810,-14590.058,-2054.412,50000.000,-14500.411,-4788.647,50000.000
42750793,-15157.822,-1202.765,50000.000,-14410.764,-4586.941,50000.000
42800796,-12774.705,978.647,50000.000,-14731.999,-1150.470,50000.000
42850795,-10600.764,448.235,50000.000,-13387.293,664.882,50000.000
42900785,-9300.882,-1045.882,50000.000,-10705.353,1060.823,50000.000
42950784,-6357.470,-246.529,50000.000,-9681.882,702.235,50001.000
43000791,-7126.941,732.118,50000.000,-8815.294,-194.235,49999.000
43050797,-6096.000,-14.941,50000.000,-6604.000,-903.941,50000.000
43100771,-3638.176,-993.588,50000.000,-3780.117,-410.882,50000.000
43150784,-1225.176,440.765,50000.000,-1688.353,14.941,50000.000
43200766,1397.000,926.353,50000.000,896.471,889.000,50000.000
43250752,4153.647,216.647,50000.000,4721.412,784.412,50000.000
43300768,6155.764,186.765,50000.000,7179.235,500.529,50000.000
43350766,8807.823,254.000,50000.000,9442.823,463.176,50000.000
43400772,10578.353,268.941,50000.000,12139.705,1068.294,50000.000
43450790,13379.822,216.647,50000.000,14209.058,2002.118,50000.000
43500784,14941.176,627.529,50000.000,15800.293,2144.059,50000.000
43550783,15411.822,366.059,50000.000,17331.764,1277.470,50000.000
43600788,16151.411,186.765,50000.000,17832.293,508.000,50000.000
43650782,16427.822,560.294,50000.000,18019.057,478.118,50000.000
43700781,17010.527,508.000,50000.000,19042.527,1195.294,50001.000
43750803,17130.059,1583.765,50000.000,19035.057,3085.353,49999.000
43800802,16681.822,3287.059,50000.000,17809.881,5483.412,50001.000
43850805,15987.058,4340.412,50000.000,15105.528,6021.294,49999.000
43900809,13439.587,3048.000,50000.000,13028.705,3541.059,50000.000
43950787,11086.353,112.059,50000.000,11639.176,1546.412,50000.000
44000782,7440.706,-2853.764,50000.000,8673.353,194.235,50000.000
44050780,2749.176,-2278.529,50000.000,3839.882,-941.294,50000.000
44100791,-1404.470,410.882,50000.000,-1778.000,-224.118,50000.000
44150768,-5251.823,1994.647,50000.000,-6618.941,694.765,50000.000
44200780,-9517.528,1568.823,50000.000,-11116.234,-306.294,50000.000
44250797,-14104.470,851.647,50000.000,-14836.587,-2398.059,50000.000
44300788,-16756.527,1322.294,50000.000,-18287.998,-2286.000,50000.000
44350809,-18175.939,1434.353,50000.000,-20319.998,-2457.823,50000.000
44400806,-19341.352,209.176,50000.000,-21022.234,-2435.412,50000.000
44450794,-20282.646,-306.294,50000.000,-21552.646,-2801.470,50000.000
44500798,-23151.352,-336.176,50000.000,-22389.352,-3638.176,50001.000
44550816,-24271.939,-224.118,50000.000,-23577.176,-4078.941,49999.000
44600814,-23270.881,-239.059,50000.000,-23748.998,-2816.412,50001.000
44650807,-19348.822,-791.882,50000.000,-23763.939,-1202.765,49999.000
44700817,-16868.588,-1292.412,50000.000,-22762.881,-1098.176,50000.000
44750799,-16412.881,-679.823,50000.000,-22344.527,-1292.412,50000.000
44800799,-16524.939,268.941,50000.000,-22583.586,-1135.529,50000.000
44850802,-19931.527,-44.824,50000.000,-21567.586,-1509.059,50002.000
44900804,-18698.881,-82.176,50000.000,-20491.822,-1135.529,50000.000
44950796,-16711.705,440.765,50000.000,-19475.822,-597.647,50000.000
45000794,-14664.764,291.353,50000.000,-15792.822,-1098.176,50000.000
45050799,-11086.353,336.176,50000.000,-12139.705,-2084.294,50000.000
45100795,-6140.823,754.529,50000.000,-6693.646,-2786.529,50000.000
45150793,-1105.647,418.353,50000.000,-620.059,-971.176,50000.000
45200768,4280.647,366.059,50000.000,4347.882,1352.176,50000.000
45250772,8269.940,358.588,50000.000,9263.528,806.823,50000.000
45300775,12124.764,724.647,50000.000,13185.587,732.118,50000.000
45350787,15374.470,1232.647,50000.000,16823.764,1538.941,50000.000
45400799,17638.059,1733.176,50000.000,19259.176,2510.117,50001.000
45450812,18654.057,978.647,50000.000,19774.646,3167.529,49999.000
45500813,17802.410,-201.706,50000.000,20290.117,1546.412,50000.000
45550783,15531.352,89.647,50000.000,19139.646,-470.647,50000.000
45600786,13984.940,298.824,50000.000,17421.410,-1045.882,50000.000
45650794,12737.353,-22.412,50000.000,15441.705,739.588,50000.000
45700783,11474.822,-455.706,50000.000,13820.587,134.471,49998.000
45750807,9711.764,291.353,50000.000,12266.705,-2136.588,50000.000
45800789,8568.764,732.118,50000.000,10951.882,-1329.765,50000.000
45850783,9883.588,366.059,50000.000,10563.411,1419.412,50000.000
45900782,9487.646,-627.529,50000.000,10085.293,1994.647,50000.000
45950787,7126.941,-343.647,50000.000,7971.117,239.059,50000.000
46000769,4713.941,-754.529,50000.000,6088.529,-1822.823,50000.000
46050783,3690.470,-2569.882,50000.000,5446.059,-2756.647,50000.000
46100786,3234.764,-4034.117,50000.000,5371.353,-1710.765,50000.000
46150788,3526.117,-1538.941,50000.000,3578.412,2868.706,50000.000
46200788,3130.176,-1449.294,50000.000,2958.353,1890.059,50000.000
46250784,1314.823,-560.294,50000.000,1763.059,754.529,50000.000
46300774,597.647,-1501.588,50000.000,1068.294,-874.059,50000.000
46350779,-986.118,-971.176,50000.000,-194.235,-1568.823,50000.000
46400776,-1770.529,-1083.235,50000.000,-1411.941,-2069.353,50000.000
46450793,-2024.529,-702.235,50000.000,-1561.353,-1763.059,50000.000
46500784,-1486.647,-1008.529,50000.000,-1150.470,-754.529,50000.000
46550786,-1016.000,-291.353,50000.000,-1150.470,321.235,50000.000
46600776,-806.823,694.765,50000.000,-1434.353,1143.000,50000.000
46650777,-747.059,2009.588,50000.000,-1658.470,1822.823,50000.000
46700781,-119.529,2271.059,50000.000,-1837.765,2413.000,50000.000
46750782,-672.353,2517.588,50000.000,-2256.117,3518.647,50000.000
46800787,-1247.588,2114.176,50000.000,-3309.470,4474.882,50000.000
46850792,-3511.176,769.471,50000.000,-4781.176,2345.765,50000.000
46900785,-6140.823,328.706,50000.000,-6760.882,-224.118,50000.000
46950773,-7836.646,859.118,50000.000,-8748.059,-1352.176,50000.000
47000787,-7582.646,1240.118,50000.000,-10346.764,-1113.118,50000.000
47050794,-9801.411,739.588,50000.000,-11997.764,-1292.412,50000.000
47100793,-9256.059,2106.706,50000.000,-11945.470,164.353,50000.000
47150781,-6932.706,851.647,50000.000,-10219.764,2398.059,50000.000
47200780,-5416.176,-522.941,50000.000,-6320.117,2091.765,50000.000
47250787,-1307.353,948.765,50000.000,-2719.294,2838.823,50000.000
47300782,3249.706,1187.823,50000.000,2136.588,4430.059,50000.000
47350783,7171.764,298.824,50000.000,6656.293,4504.764,50000.000
47400780,8740.588,418.353,50000.000,9764.059,1830.294,50000.000
47450766,11138.646,29.882,50000.000,12864.353,1329.765,50000.000
47500790,14223.999,44.824,50000.000,14209.058,3115.235,50001.000
47550802,14089.528,-1008.529,50000.000,16151.411,313.765,49999.000
47600815,13671.176,-410.882,50000.000,16622.059,-911.412,50000.000
47650785,15867.528,201.706,50000.000,17742.646,351.118,50000.000
47700785,17630.588,7.471,50000.000,18698.881,2151.529,50000.000
47750759,17421.410,500.529,50000.000,19430.998,2241.176,50000.000
47800792,16345.646,2024.529,50000.000,18631.646,2472.765,50000.000
47850799,16285.881,3033.059,50000.000,17047.881,2166.470,50000.000
47900784,14829.116,2876.176,50000.000,15023.352,2898.588,50000.000
47950801,12991.353,1494.118,50000.000,12774.705,4265.706,50000.000
48000794,9099.176,-149.412,50000.000,9756.588,1479.176,50000.000
48050780,4437.529,-156.882,50000.000,5304.117,-104.588,50000.000
48100784,1262.529,814.294,50000.000,806.823,358.588,50000.000
48150771,-2607.235,231.588,50000.000,-2599.765,-1628.588,50000.000
48200790,-5580.529,-545.353,50000.000,-5505.823,-1830.294,50000.000
48250781,-8568.764,-664.882,50000.000,-9099.176,-1494.118,50000.000
48300785,-12079.940,0.000,50000.000,-12632.764,-2525.059,50000.000
48350726,-14597.528,-522.941,50000.000,-15658.352,-3563.470,50000.000
48400804,-17174.881,-1314.823,50000.000,-18168.469,-3481.294,50001.000
48450818,-17249.588,-1016.000,50000.000,-19423.527,-3548.529,49999.000
48500827,-18116.176,-971.176,50000.000,-19655.117,-3085.353,50001.000
48550816,-17473.705,-1561.353,50000.000,-18952.881,-1591.235,49999.000
48600824,-15889.940,-3518.647,50000.000,-16554.822,-1284.941,50000.000
48650809,-14231.470,-2046.941,50000.000,-14395.822,-1516.529,50000.000
48700809,-11967.882,-1180.353,50000.000,-13237.882,-1367.118,50000.000
48750800,-10085.293,-470.647,50000.000,-10907.058,-1150.470,50000.000
48800785,-7321.176,-395.941,50000.000,-8508.999,-724.647,50000.000
48850780,-5617.882,-567.765,50000.000,-6163.235,-1113.118,50000.000
48900784,-3727.823,-866.588,50000.000,-3951.941,-2921.000,50000.000
48950787,-2950.882,-1075.765,50000.000,-2218.765,-4601.882,50000.000
49000787,-1157.941,-283.882,50000.000,-440.765,-2891.117,50000.000
49050785,1098.176,-246.529,50000.000,1479.176,164.353,50000.000
49100771,3443.941,-672.353,50000.000,3772.647,1516.529,50000.000
49150780,3668.059,455.706,50000.000,4116.294,1419.412,50001.000
49200784,5169.646,-209.176,50000.000,6223.000,911.412,49999.000
49250794,7239.000,664.882,50000.000,7948.706,2256.117,50001.000
49300793,9913.470,201.706,50000.000,10540.999,4459.941,49999.000
49350797,12296.588,1568.823,50000.000,11609.293,5647.764,50000.000
49400799,12856.882,1957.294,50000.000,12640.234,4900.706,50000.000
49450789,12685.058,2980.764,50000.000,12580.470,3750.235,50000.000
49500793,11997.764,5109.882,50000.000,10570.882,3055.470,50000.000
49550787,10690.411,5856.941,50000.000,9711.764,2345.765,50000.000
49600786,9383.059,5692.588,50000.000,8673.353,2233.706,50000.000
49650780,7351.058,3623.235,50000.000,7104.529,1045.882,50000.000
49700787,4691.529,216.647,50000.000,6058.646,-948.765,50000.000
49750776,2554.941,-127.000,50000.000,2980.764,-552.823,50000.000
49800778,-776.941,388.471,50000.000,-545.353,-1845.235,50000.000
49850776,-3025.588,522.941,50000.000,-3033.059,-1964.765,50000.000
49900783,-4773.706,0.000,50000.000,-5401.235,-1053.353,50000.000
49950712,-7859.058,-119.529,50000.000,-8142.940,-3107.764,50000.000
50000790,-9898.528,1441.823,50000.000,-10944.411,-4437.529,50000.000
50050806,-12199.470,3496.235,50000.000,-13013.764,-4504.764,50000.000
50100803,-13566.587,3399.117,50000.000,-15210.116,-4908.176,50000.000
50150805,-15269.881,3690.470,50000.000,-18198.352,-4422.588,50001.000
50200813,-15860.058,3690.470,50000.000,-19468.352,-4116.294,49999.000
50250815,-16786.410,3817.470,50000.000,-19953.939,-5461.000,50000.000
50300803,-17047.881,3720.353,50000.000,-20663.646,-4437.529,50000.000
50350799,-17660.469,3010.647,50000.000,-21208.998,-2861.235,50000.000
50400798,-18766.117,2188.882,50000.000,-21126.822,-2554.941,50000.000
50450808,-18287.998,485.588,50000.000,-20842.939,-1404.470,50000.000
50500801,-17555.881,-1068.294,50000.000,-19498.234,-522.941,50000.000
50550802,-14829.116,-1419.412,50000.000,-18467.293,-530.412,50000.000
50600797,-14918.764,-1075.765,50000.000,-18788.527,-3354.294,50000.000
50650803,-17130.059,717.176,50000.000,-18960.352,-4990.353,50000.000
50700789,-12804.587,2345.765,50000.000,-18302.939,-1374.588,50000.000
50750803,-11078.882,3107.764,50000.000,-14881.411,3981.823,50001.000
50800820,-7298.764,3765.176,50000.000,-11407.588,7732.058,49999.000
50850819,-5924.176,5341.470,50000.000,-10159.999,4093.882,50000.000
50900799,-7605.058,3795.059,50000.000,-8015.940,-4303.059,50000.000
50950778,-7022.353,-343.647,50000.000,-5102.412,-7037.293,50000.000
51000784,-3406.588,-2233.706,50000.000,-2353.235,-1860.176,50000.000
51050790,1098.176,-171.824,50000.000,463.176,3324.412,50000.000
51100772,4684.059,2808.941,50000.000,2935.941,4781.176,50000.000
51150777,6932.706,1733.176,50000.000,6066.117,3115.235,50000.000
51200787,7179.235,-82.176,50000.000,9076.764,-1919.941,50000.000
51250779,6723.529,1105.647,50000.000,8927.353,-4557.059,50000.000
51300781,9181.353,463.176,50000.000,10413.999,-2106.706,50000.000
51350784,12236.822,-1964.765,50000.000,13805.646,2114.176,50000.000
51400804,12864.353,-179.294,50000.000,15000.940,4699.000,50000.000
51450788,16278.411,702.235,50000.000,17242.117,4826.000,50000.000
51500796,16166.352,1770.529,50000.000,18736.234,3287.059,50000.000
51550794,16136.470,2786.529,50000.000,17914.469,679.823,50001.000
51600811,15703.176,1255.059,50000.000,18273.057,-821.765,49999.000
51650805,12483.353,724.647,50000.000,17802.410,-739.588,50000.000
51700790,12393.705,2786.529,50000.000,16689.293,500.529,50000.000
51750791,15030.822,1456.765,50000.000,16876.059,388.471,50000.000
51800783,14336.058,-814.294,50000.000,18370.176,-373.529,50000.000
51850788,14052.176,67.235,50000.000,17003.059,754.529,50000.000
51900770,14111.940,918.882,50000.000,14799.234,829.235,50000.000
51950793,12572.999,963.706,50000.000,13962.528,463.176,50000.000
52000791,12304.058,732.118,50000.000,12931.587,986.118,50000.000
52050774,11183.470,261.471,50000.000,11415.058,1023.471,50000.000
52100780,8725.646,-567.765,50000.000,9734.176,470.647,50000.000
52150772,6723.529,-724.647,50000.000,7649.882,-14.941,50001.000
52200787,4743.823,-366.059,50000.000,5319.059,149.412,49999.000
52250788,2457.823,14.941,50000.000,2622.176,388.471,50001.000
52300784,156.882,209.176,50000.000,-119.529,149.412,49999.000
52350786,-2002.118,-82.176,50000.000,-2129.117,-254.000,50000.000
52400774,-3451.412,-366.059,50000.000,-3518.647,-776.941,50000.000
52450779,-4982.882,-687.294,50000.000,-4960.470,-672.353,50000.000
52500781,-5812.117,-433.294,50000.000,-6096.000,-82.176,50000.000
52550779,-6738.470,298.824,50000.000,-7410.823,-216.647,50000.000
52600781,-7575.176,582.706,50000.000,-8367.059,-672.353,50000.000
52650772,-8396.940,29.882,50000.000,-8852.646,-874.059,50000.000
52700776,-8568.764,-89.647,50000.000,-9151.470,-366.059,50000.000
52750774,-8621.059,127.000,50000.000,-9666.940,-179.294,50000.000
52800779,-9084.234,52.294,50000.000,-9905.999,-709.706,50000.000
52850772,-9278.470,-463.176,50000.000,-10010.588,-911.412,50000.000
52900781,-9091.705,-567.765,50000.000,-10137.588,-343.647,50001.000
52950800,-9106.646,-403.412,50000.000,-10518.588,-239.059,50000.000
53000779,-9046.882,59.765,50000.000,-10780.058,-448.235,50000.000
53050771,-9629.588,-112.059,50000.000,-10869.705,-866.588,49999.000
53100807,-9554.882,-358.588,50000.000,-10578.353,-1098.176,50000.000
53150793,-8546.353,-321.235,50000.000,-10413.999,-508.000,50000.000
53200787,-8889.999,-373.529,50000.000,-10085.293,-298.824,50000.000
53250787,-8994.588,-463.176,50000.000,-9876.117,-627.529,50000.000
53300788,-8942.294,-336.176,50000.000,-9778.999,-672.353,50000.000
53350786,-8755.529,-194.235,50000.000,-9562.353,-321.235,50000.000
53400788,-8284.882,-358.588,50000.000,-9002.059,-112.059,50000.000
53450773,-7582.646,-313.765,50000.000,-8292.353,0.000,50000.000
53500708,-7216.588,-141.941,50000.000,-7851.588,-201.706,50000.000
53550777,-6880.411,-74.706,50000.000,-7343.588,-485.588,50000.000
53600775,-6297.706,-231.588,50000.000,-6880.411,-560.294,50000.000
53650782,-5707.529,-261.471,50000.000,-6096.000,-418.353,50000.000
53700772,-5042.646,-224.118,50000.000,-5408.706,-358.588,50000.000
53750779,-4400.176,-141.941,50000.000,-4788.647,-268.941,50001.000
53800799,-3892.176,-254.000,50000.000,-4041.588,-358.588,49999.000
53850803,-3354.294,-231.588,50000.000,-3518.647,-470.647,50000.000
53900783,-2816.412,-134.471,50000.000,-2913.529,-418.353,50000.000
53950777,-2091.765,-209.176,50000.000,-2211.294,-201.706,50000.000
54000771,-1516.529,-171.824,50000.000,-1651.000,-201.706,50000.000
54050772,-1083.235,-156.882,50000.000,-1128.059,-351.118,50000.000
54100779,-515.471,-67.235,50000.000,-500.529,-201.706,50000.000
54150750,0.000,89.647,50000.000,-29.882,44.824,50000.000
54200678,515.471,112.059,50000.000,522.941,209.176,50000.000
54250754,889.000,-7.471,50000.000,971.176,112.059,50000.000
54300727,1128.059,-44.824,50000.000,1404.470,-74.706,50000.000
54350752,1494.118,-67.235,50000.000,1822.823,-52.294,50000.000
54400766,1994.647,74.706,50000.000,2173.941,186.765,50000.000
54450755,2323.353,164.353,50000.000,2465.294,358.588,50000.000
54500769,2577.353,74.706,50000.000,2771.588,291.353,50000.000
54550760,2622.176,-22.412,50000.000,2943.412,119.529,50001.000
54600783,2794.000,14.941,50000.000,3197.412,0.000,50000.000
54650697,3130.176,14.941,50000.000,3339.353,134.471,50000.000
54700761,3316.941,14.941,50000.000,3638.176,306.294,49999.000
54750785,3406.588,-59.765,50000.000,3750.235,201.706,50000.000
54800755,3399.117,-37.353,50000.000,3839.882,141.941,50000.000
54850771,3653.117,127.000,50000.000,3892.176,171.824,50000.000
54900771,3712.882,186.765,50000.000,3966.882,261.471,50000.000
54950769,3712.882,59.765,50000.000,4213.412,291.353,50000.000
55000762,3802.529,127.000,50000.000,4250.765,127.000,50000.000
55050765,3966.882,82.176,50000.000,4295.588,194.235,50000.000
55100769,4019.176,97.118,50000.000,4318.000,246.529,50000.000
55150758,4049.059,67.235,50000.000,4437.529,171.824,50000.000
55200760,3981.823,14.941,50000.000,4482.353,104.588,50000.000
55250767,3914.588,156.882,50000.000,4430.059,201.706,50000.000
55300759,4220.882,276.412,50000.000,4407.647,410.882,50001.000
55350777,4093.882,395.941,50000.000,4332.941,395.941,49999.000
55400779,3981.823,-156.882,50000.000,4624.294,246.529,50001.000
55450788,4019.176,-567.765,50000.000,4840.941,224.118,49999.000
55500784,4295.588,164.353,50000.000,4609.353,537.882,50000.000
55550767,4362.823,440.765,50000.000,4422.588,560.294,50000.000
55600767,3324.412,14.941,50000.000,4751.294,171.824,50000.000
55650762,3570.941,-7.471,50000.000,4422.588,231.588,50000.000
55700742,3974.353,261.471,50000.000,4004.235,590.176,50000.000
55750762,3189.941,0.000,50000.000,4041.588,373.529,50000.000
55800696,3048.000,67.235,50000.000,3757.706,209.176,50000.000
55850759,2181.412,149.412,50000.000,3496.235,-29.882,50000.000
55900767,2517.588,127.000,50000.000,3339.353,-104.588,50000.000
55950772,2599.765,7.471,50000.000,3033.059,-29.882,50000.000
56000735,2629.647,-44.824,50000.000,2943.412,171.824,50000.000
56050761,2442.882,-134.471,50000.000,2741.706,171.824,50000.000
56100765,2196.353,-82.176,50000.000,2427.941,82.176,50001.000
56150775,1837.765,74.706,50000.000,2061.882,-59.765,49999.000
56200775,1553.882,7.471,50000.000,1830.294,-52.294,50001.000
56250756,1411.941,7.471,50000.000,1606.176,0.000,49999.000
56300700,1202.765,-7.471,50000.000,1337.235,97.118,50000.000
56350738,836.706,29.882,50000.000,1075.765,67.235,50000.000
56400748,560.294,22.412,50000.000,754.529,-29.882,50000.000
56450750,321.235,-14.941,50000.000,537.882,-67.235,50000.000
56500758,224.118,-14.941,50000.000,306.294,-44.824,50000.000
56550749,67.235,-29.882,50000.000,82.176,-7.471,50000.000
56600725,-74.706,0.000,50000.000,-119.529,0.000,50002.000
56650637,-149.412,-22.412,50000.000,-328.706,0.000,50000.000
56700686,-268.941,29.882,50000.000,-537.882,29.882,50000.000
56750758,-410.882,291.353,50000.000,-866.588,463.176,50000.000
56800765,-478.118,224.118,50000.000,-1494.118,1180.353,50000.000
56850773,-1060.823,-1060.823,50000.000,-1008.529,-194.235,50000.000
56900784,-1479.176,-1060.823,50000.000,-926.353,-291.353,50000.000
56950781,-911.412,-67.235,50000.000,-1800.412,0.000,50001.000
57000708,-1352.176,373.529,50000.000,-1830.294,-186.765,50000.000
57050780,-1471.706,537.882,50000.000,-1763.059,268.941,49999.000
57100797,-896.471,29.882,50000.000,-1673.412,829.235,50000.000
57150762,-1128.059,-986.118,50000.000,-799.353,-141.941,50000.000
57200769,-1090.706,-642.471,50000.000,-918.882,-246.529,50000.000
57250766,-612.588,224.118,50000.000,-1382.059,201.706,50000.000
57300762,-963.706,112.059,50000.000,-1038.412,-455.706,50000.000
57350763,-911.412,-410.882,50000.000,-597.647,-672.353,50000.000
57400771,-500.529,-179.294,50000.000,-545.353,-201.706,50000.000
57450765,-276.412,7.471,50000.000,-328.706,7.471,49998.000
57500733,-59.765,351.118,50000.000,-89.647,508.000,50000.000
57550748,455.706,1270.000,50000.000,-186.765,1098.176,50000.000
57600769,560.294,500.529,50000.000,119.529,186.765,50000.000
57650758,254.000,-1143.000,50000.000,1397.000,-889.000,50000.000
57700772,732.118,-762.000,50000.000,1359.647,112.059,50000.000
57750761,1292.412,164.353,50000.000,926.353,664.882,50000.000
57800764,956.235,-171.824,50000.000,1531.470,-59.765,50000.000
57850763,1068.294,-194.235,50000.000,1613.647,-246.529,50000.000
57900778,1374.588,74.706,50000.000,1486.647,104.588,50000.000
57950764,1419.412,67.235,50000.000,1680.882,104.588,50000.000
58000766,1471.706,0.000,50000.000,1822.823,7.471,50000.000
58050678,1665.941,37.353,50000.000,1830.294,141.941,50000.000
58100765,1411.941,-7.471,50000.000,1927.412,44.824,50000.000
58150742,1284.941,-7.471,50000.000,1919.941,-29.882,50000.000
58200750,1546.412,156.882,50000.000,1748.118,112.059,50000.000
58250767,1621.118,89.647,50000.000,1748.118,127.000,50000.000
58300764,1471.706,-44.824,50000.000,1830.294,0.000,50000.000
58350692,1434.353,-37.353,50000.000,1792.941,22.412,50000.000
58400760,1456.765,0.000,50000.000,1680.882,82.176,50000.000
58450698,1337.235,0.000,50000.000,1561.353,59.765,50000.000
58500698,1240.118,0.000,50000.000,1449.294,-7.471,50000.000
58550680,1143.000,29.882,50000.000,1299.882,-7.471,50000.000
58600745,1083.235,97.118,50000.000,1143.000,52.294,50000.000
58650760,971.176,127.000,50000.000,1053.353,156.882,50000.000
58700766,829.235,657.412,50000.000,799.353,724.647,50000.000
58750762,926.353,1172.882,50000.000,171.824,1748.118,50000.000
58800770,366.059,-724.647,50000.000,679.823,-156.882,50000.000
58850767,-82.176,-1404.470,50000.000,1150.470,-709.706,50000.000
58900768,530.412,-239.059,50000.000,268.941,268.941,50001.000
58950774,194.235,358.588,50000.000,-89.647,224.118,50000.000
59000760,-224.118,14.941,50000.000,37.353,-679.823,49999.000
59050775,-104.588,-216.647,50000.000,74.706,-455.706,50000.000
59100754,104.588,-119.529,50000.000,22.412,209.176,50000.000
59150756,52.294,-254.000,50000.000,74.706,0.000,50000.000
59200681,-112.059,-104.588,50000.000,7.471,-201.706,50001.000
59250746,7.471,22.412,50000.000,-179.294,0.000,49999.000
59300685,-164.353,82.176,50000.000,-201.706,-52.294,50001.000
59350766,-261.471,-29.882,50000.000,-201.706,-201.706,49999.000
59400769,-231.588,52.294,50000.000,-283.882,-74.706,50000.000
59450756,-261.471,134.471,50000.000,-373.529,29.882,50000.000
59500754,-276.412,717.176,50000.000,-612.588,896.471,50000.000
59550763,-149.412,1606.176,50000.000,-1583.765,2338.294,50000.000
59600781,-649.941,-254.000,50000.000,-1232.647,186.765,50000.000
59650775,-1464.235,-1516.529,50000.000,-134.471,-844.176,50000.000
59700785,-388.471,-545.353,50000.000,-784.412,268.941,50000.000
59750761,-522.941,112.059,50000.000,-971.176,410.882,50000.000
59800763,-1023.471,67.235,50000.000,-814.294,-515.471,50000.000
59850761,-806.823,246.529,50000.000,-1001.059,-560.294,50000.000
59900766,-545.353,127.000,50000.000,-776.941,-7.471,50000.000
59950741,-358.588,-351.118,50000.000,-283.882,44.824,50000.000
